行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
7773,CN-202022-3269021,2023/4/2,2023/4/8,标准级,巩珑-17845,巩珑,消费者,嘉兴,浙江,中国,华东,家具-桌子-10003779,家具,桌子,会议桌,3394.608,2,0.6,-1103.312
7774,CN-202023-1344410,2024/2/7,2024/2/12,标准级,冯松-20635,冯松,公司,开通,吉林,中国,东北,办公用-收纳-10004690,办公用品,收纳具,盘,1080.24,4,0,474.88
7775,CN-202023-1344410,2024/2/7,2024/2/12,标准级,冯松-20635,冯松,公司,开通,吉林,中国,东北,家具-桌子-10000395,家具,桌子,木桌,9072,5,0.25,2298.1
7776,CN-202023-1344410,2024/2/7,2024/2/12,标准级,冯松-20635,冯松,公司,开通,吉林,中国,东北,技术-电话-10001271,技术,电话,耳机,1862.7,5,0,651.7
7777,CN-202020-3042636,2021/10/24,2021/10/28,标准级,武廉-17305,武廉,消费者,汕头,广东,中国,中南,家具-用具-10004563,家具,用具,相框,1593.48,7,0,174.44
7778,CN-202022-4020885,2023/6/18,2023/6/21,一级,曹灵-17590,曹灵,公司,江都,江苏,中国,华东,家具-书架-10002456,家具,书架,书架,415.632,1,0.4,-20.888
7779,CN-202022-4020885,2023/6/18,2023/6/21,一级,曹灵-17590,曹灵,公司,江都,江苏,中国,华东,办公用-美术-10000948,办公用品,美术,速写本,501.732,11,0.8,-1304.688
7780,CN-202022-4020885,2023/6/18,2023/6/21,一级,曹灵-17590,曹灵,公司,江都,江苏,中国,华东,办公用-器具-10000373,办公用品,器具,冰箱,8737.344,6,0.4,-2767.296
7781,CN-202020-3269021,2021/10/14,2021/10/17,一级,邱谦-19255,邱谦,公司,广州,广东,中国,中南,办公用-用品-10001002,办公用品,用品,剪刀,723.24,7,0,49.98
7782,CN-202020-3269021,2021/10/14,2021/10/17,一级,邱谦-19255,邱谦,公司,广州,广东,中国,中南,家具-椅子-10000329,家具,椅子,扶手椅,3846.78,2,0.1,769.3
7783,CN-202023-3865865,2024/11/18,2024/11/22,标准级,常盛-20305,常盛,消费者,汉沽,天津,中国,华北,技术-电话-10001870,技术,电话,信号增强器,1912.26,3,0,18.9
7784,CN-202021-5837615,2022/9/4,2022/9/9,二级,佘虢-13555,佘虢,公司,深圳,广东,中国,中南,办公用-器具-10000797,办公用品,器具,微波炉,9795.1,7,0,685.02
7785,CN-202023-2257547,2024/8/31,2024/8/31,当日,薛磊-15985,薛磊,消费者,天津,天津,中国,华北,办公用-器具-10003069,办公用品,器具,咖啡研磨机,1329.44,4,0,185.92
7786,CN-202023-2257547,2024/8/31,2024/8/31,当日,薛磊-15985,薛磊,消费者,天津,天津,中国,华北,办公用-装订-10001394,办公用品,装订机,订书机,911.68,4,0,200.48
7787,US-202023-3847012,2024/5/29,2024/6/3,标准级,武明-18385,武明媚,消费者,开原,辽宁,中国,东北,办公用-器具-10003727,办公用品,器具,微波炉,2576.952,3,0.4,-86.268
7788,US-202023-3847012,2024/5/29,2024/6/3,标准级,武明-18385,武明媚,消费者,开原,辽宁,中国,东北,办公用-用品-10004807,办公用品,用品,剪刀,113.736,2,0.4,14.896
7789,US-202023-3847012,2024/5/29,2024/6/3,标准级,武明-18385,武明媚,消费者,开原,辽宁,中国,东北,办公用-用品-10001871,办公用品,用品,开信刀,312.816,4,0.4,-94.304
7790,US-202023-3847012,2024/5/29,2024/6/3,标准级,武明-18385,武明媚,消费者,开原,辽宁,中国,东北,办公用-装订-10001901,办公用品,装订机,标签,40.656,2,0.4,-9.744
7791,US-202023-3847012,2024/5/29,2024/6/3,标准级,武明-18385,武明媚,消费者,开原,辽宁,中国,东北,办公用-标签-10001201,办公用品,标签,合法证物标签,156.24,3,0,16.8
7792,CN-202022-1951831,2023/8/2,2023/8/4,二级,施良-17155,施良,消费者,沈阳,辽宁,中国,东北,办公用-标签-10001500,办公用品,标签,圆形标签,62.72,2,0,30.52
7793,CN-202022-1951831,2023/8/2,2023/8/4,二级,施良-17155,施良,消费者,沈阳,辽宁,中国,东北,办公用-标签-10001184,办公用品,标签,文件夹标签,92.82,3,0,12.6
7794,CN-202023-4596452,2024/7/21,2024/7/25,二级,徐婵-11005,徐婵,小型企业,安达,黑龙江,中国,东北,技术-复印-10002888,技术,复印机,传真复印机,1796.76,2,0,592.76
7795,CN-202023-4596452,2024/7/21,2024/7/25,二级,徐婵-11005,徐婵,小型企业,安达,黑龙江,中国,东北,办公用-信封-10004866,办公用品,信封,马尼拉纸信封,420.42,3,0,21
7796,CN-202023-4596452,2024/7/21,2024/7/25,二级,徐婵-11005,徐婵,小型企业,安达,黑龙江,中国,东北,技术-设备-10002867,技术,设备,收据打印机,1065.68,2,0,223.72
7797,CN-202023-4596452,2024/7/21,2024/7/25,二级,徐婵-11005,徐婵,小型企业,安达,黑龙江,中国,东北,技术-电话-10004837,技术,电话,耳机,1652.56,4,0,462.56
7800,CN-202021-3069391,2022/12/26,2022/12/30,标准级,巩关-15595,巩关茵,公司,宿州,安徽,中国,华东,办公用-收纳-10002846,办公用品,收纳具,搁板,1460.9,5,0,28.7
7801,CN-202021-3069391,2022/12/26,2022/12/30,标准级,巩关-15595,巩关茵,公司,宿州,安徽,中国,华东,办公用-纸张-10003833,办公用品,纸张,计划信息表,669.48,6,0,99.96
7802,CN-202023-2875530,2024/5/14,2024/5/16,一级,陈霖-17500,陈霖,消费者,汕头,广东,中国,中南,办公用-收纳-10001132,办公用品,收纳具,盒,224,2,0,8.96
7803,CN-202021-5838362,2022/7/4,2022/7/9,标准级,王庆-19555,王庆缘,消费者,忻州,山西,中国,华北,家具-用具-10003358,家具,用具,灯泡,187.88,2,0,37.52
7804,CN-202021-5838362,2022/7/4,2022/7/9,标准级,王庆-19555,王庆缘,消费者,忻州,山西,中国,华北,办公用-器具-10001087,办公用品,器具,烤面包机,265.72,1,0,63.7
7805,CN-202023-3279950,2024/11/9,2024/11/14,标准级,贺婵-10915,贺婵,消费者,大同,安徽,中国,华东,家具-用具-10003909,家具,用具,分层置放架,589.12,4,0,76.16
7806,CN-202023-3279950,2024/11/9,2024/11/14,标准级,贺婵-10915,贺婵,消费者,大同,安徽,中国,华东,技术-配件-10004773,技术,配件,闪存驱动器,556.5,3,0,16.38
7807,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,办公用-系固-10003277,办公用品,系固件,图钉,351.96,6,0,151.2
7808,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,办公用-美术-10004417,办公用品,美术,画布,763.56,3,0,15.12
7809,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,家具-用具-10001374,家具,用具,闹钟,685.02,3,0,109.2
7810,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,技术-配件-10001234,技术,配件,鼠标,415.38,3,0,62.16
7811,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,办公用-收纳-10004747,办公用品,收纳具,文件夹,158.76,2,0,50.68
7812,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,办公用-信封-10003334,办公用品,信封,马尼拉纸信封,142.52,1,0,12.74
7813,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,技术-复印-10003121,技术,复印机,墨水,685.02,1,0,321.86
7814,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,家具-椅子-10003177,家具,椅子,椅垫,1732.5,5,0,501.9
7815,CN-202022-2067445,2023/10/12,2023/10/16,标准级,刘立-16810,刘立,消费者,承德,河北,中国,华北,办公用-纸张-10000194,办公用品,纸张,备忘录便条,295.68,3,0,129.78
7816,US-202023-5747151,2024/10/29,2024/11/3,标准级,黄婷-21085,黄婷,消费者,埠河,湖北,中国,中南,办公用-装订-10002021,办公用品,装订机,装订机,139.776,4,0.4,11.536
7817,CN-202022-3825454,2023/1/4,2023/1/9,标准级,许娜-18490,许娜,小型企业,保定,河北,中国,华北,技术-电话-10002266,技术,电话,充电器,5938.8,2,0,1841
7818,CN-202022-3825454,2023/1/4,2023/1/9,标准级,许娜-18490,许娜,小型企业,保定,河北,中国,华北,技术-复印-10002908,技术,复印机,复印机,2443.28,2,0,439.6
7819,CN-202021-3415334,2022/11/10,2022/11/16,标准级,贺平-19105,贺平,消费者,徐州,江苏,中国,华东,办公用-收纳-10000208,办公用品,收纳具,搁板,870.24,3,0,260.82
7820,CN-202022-3361827,2023/11/20,2023/11/26,标准级,杨欢-14275,杨欢,公司,义乌,浙江,中国,华东,技术-配件-10000166,技术,配件,闪存驱动器,556.5,5,0.4,83.3
7821,CN-202022-2477297,2023/6/4,2023/6/10,标准级,邱谦-19255,邱谦,公司,沈阳,辽宁,中国,东北,办公用-系固-10001956,办公用品,系固件,回形针,162.96,4,0.4,-73.36
7822,CN-202022-2477297,2023/6/4,2023/6/10,标准级,邱谦-19255,邱谦,公司,沈阳,辽宁,中国,东北,办公用-标签-10004472,办公用品,标签,文件夹标签,125.16,3,0,52.5
7823,CN-202023-2686699,2024/8/10,2024/8/14,标准级,马莲-17035,马莲,公司,阿城,黑龙江,中国,东北,家具-椅子-10002778,家具,椅子,沙滩椅,1884.54,7,0,263.62
7824,CN-202022-2737126,2023/2/20,2023/2/25,标准级,佘虢-13555,佘虢,公司,上海,上海,中国,华东,技术-电话-10003653,技术,电话,充电器,5964,2,0,2683.8
7825,US-202020-4676940,2021/9/29,2021/10/6,标准级,牛晒-19810,牛晒明,小型企业,兰西,黑龙江,中国,东北,办公用-用品-10001178,办公用品,用品,尺子,184.8,3,0,79.38
7826,US-202020-4676940,2021/9/29,2021/10/6,标准级,牛晒-19810,牛晒明,小型企业,兰西,黑龙江,中国,东北,办公用-系固-10003826,办公用品,系固件,回形针,458.64,7,0,169.54
7827,CN-202021-2274874,2022/9/21,2022/9/27,标准级,黄娜-18505,黄娜,消费者,新泰,山东,中国,华东,办公用-标签-10000477,办公用品,标签,运输标签,387.1,7,0,127.4
7828,CN-202021-2281857,2022/8/19,2022/8/19,当日,蒋光-13360,蒋光,小型企业,烟台,山东,中国,华东,办公用-装订-10000416,办公用品,装订机,订书机,736.26,3,0,198.66
7829,CN-202021-2281857,2022/8/19,2022/8/19,当日,蒋光-13360,蒋光,小型企业,烟台,山东,中国,华东,办公用-器具-10003572,办公用品,器具,咖啡研磨机,572.04,2,0,154.28
7830,CN-202021-2281857,2022/8/19,2022/8/19,当日,蒋光-13360,蒋光,小型企业,烟台,山东,中国,华东,家具-椅子-10003670,家具,椅子,摇椅,1350.16,2,0,472.36
7831,CN-202023-5907567,2024/9/15,2024/9/20,标准级,白欢-14245,白欢,小型企业,汕头,广东,中国,中南,办公用-标签-10001814,办公用品,标签,运输标签,112,2,0,23.52
7832,CN-202022-2607133,2023/12/29,2024/1/2,标准级,谢君-15190,谢君,消费者,武汉,湖北,中国,中南,家具-用具-10000649,家具,用具,闹钟,949.536,6,0.4,94.416
7833,CN-202022-2960006,2023/7/15,2023/7/21,标准级,柳明-18310,柳明,小型企业,禹州,河南,中国,中南,办公用-纸张-10004686,办公用品,纸张,信纸,697.62,3,0,188.16
7834,US-202021-3279950,2022/12/31,2023/1/2,一级,白聪-11695,白聪,公司,深圳,广东,中国,中南,办公用-美术-10001817,办公用品,美术,速写本,1066.464,6,0.2,-27.216
7835,US-202021-3279950,2022/12/31,2023/1/2,一级,白聪-11695,白聪,公司,深圳,广东,中国,中南,办公用-器具-10003636,办公用品,器具,微波炉,4336.5,3,0,86.52
7836,CN-202020-5679752,2021/11/25,2021/12/2,标准级,陈嫒-10015,陈嫒,消费者,丹江口,湖北,中国,中南,办公用-标签-10000918,办公用品,标签,圆形标签,65.8,2,0,10.92
7837,CN-202022-5717181,2023/7/23,2023/7/25,二级,马凤-12925,马凤,消费者,平邑,山东,中国,华东,技术-复印-10004944,技术,复印机,无线传真机,5042.94,3,0,1764.84
7838,CN-202022-5717181,2023/7/23,2023/7/25,二级,马凤-12925,马凤,消费者,平邑,山东,中国,华东,办公用-装订-10001165,办公用品,装订机,打孔机,272.16,2,0,54.32
7839,CN-202023-2063413,2024/6/17,2024/6/21,二级,巩光-13435,巩光,消费者,上海,上海,中国,华东,家具-用具-10001977,家具,用具,框架,536.06,1,0,246.54
7840,CN-202023-2063413,2024/6/17,2024/6/21,二级,巩光-13435,巩光,消费者,上海,上海,中国,华东,家具-书架-10002309,家具,书架,墙角架,1161.16,2,0,127.68
7841,CN-202023-2063413,2024/6/17,2024/6/21,二级,巩光-13435,巩光,消费者,上海,上海,中国,华东,技术-复印-10004433,技术,复印机,墨水,1358,2,0,285.04
7842,CN-202023-2063413,2024/6/17,2024/6/21,二级,巩光-13435,巩光,消费者,上海,上海,中国,华东,办公用-美术-10000664,办公用品,美术,荧光笔,205.8,2,0,24.64
7843,CN-202023-2063413,2024/6/17,2024/6/21,二级,巩光-13435,巩光,消费者,上海,上海,中国,华东,技术-电话-10001271,技术,电话,耳机,1117.62,3,0,391.02
7844,CN-202023-2063413,2024/6/17,2024/6/21,二级,巩光-13435,巩光,消费者,上海,上海,中国,华东,办公用-收纳-10000652,办公用品,收纳具,文件夹,224.7,3,0,103.32
7845,US-202023-1218432,2024/9/23,2024/9/26,一级,钱宁-18655,钱宁,公司,西安,陕西,中国,西北,家具-用具-10003555,家具,用具,闹钟,1640.52,7,0,147
7846,US-202020-5712655,2021/8/6,2021/8/10,二级,钟立-16720,钟立,消费者,武汉,湖北,中国,中南,家具-椅子-10002473,家具,椅子,摇椅,2967.552,8,0.4,-1089.088
7847,US-202020-5712655,2021/8/6,2021/8/10,二级,钟立-16720,钟立,消费者,武汉,湖北,中国,中南,办公用-用品-10003039,办公用品,用品,开信刀,301.392,4,0.4,14.672
7848,US-202020-5376503,2021/8/11,2021/8/15,标准级,白松-20740,白松,小型企业,绥化,黑龙江,中国,东北,技术-复印-10003100,技术,复印机,个人复印机,2900.1,5,0,144.9
7849,US-202020-5376503,2021/8/11,2021/8/15,标准级,白松-20740,白松,小型企业,绥化,黑龙江,中国,东北,办公用-收纳-10003897,办公用品,收纳具,搁板,1713.6,6,0,290.64
7850,US-202020-5376503,2021/8/11,2021/8/15,标准级,白松-20740,白松,小型企业,绥化,黑龙江,中国,东北,家具-书架-10002499,家具,书架,搁架,9298.8,10,0,1115.8
7851,US-202020-5376503,2021/8/11,2021/8/15,标准级,白松-20740,白松,小型企业,绥化,黑龙江,中国,东北,办公用-用品-10002649,办公用品,用品,修剪器,190.54,1,0,47.6
7852,US-202020-5376503,2021/8/11,2021/8/15,标准级,白松-20740,白松,小型企业,绥化,黑龙江,中国,东北,办公用-标签-10004207,办公用品,标签,有色标签,144.48,3,0,1.26
7853,CN-202023-2558627,2024/6/10,2024/6/15,标准级,秦梦-18145,秦梦,消费者,景洪,云南,中国,西南,办公用-信封-10000686,办公用品,信封,局间信封,1338.96,6,0,548.52
7854,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,技术-配件-10004442,技术,配件,路由器,2416.96,2,0,1015
7855,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,家具-用具-10000059,家具,用具,门挡,396.76,2,0,99.12
7856,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,家具-椅子-10004870,家具,椅子,凳子,2487.66,3,0,547.26
7857,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,家具-书架-10001586,家具,书架,墙角架,1744.26,3,0,540.54
7858,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,办公用-标签-10004317,办公用品,标签,圆形标签,62.16,2,0,22.96
7859,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,技术-配件-10003355,技术,配件,闪存驱动器,194.74,1,0,38.92
7860,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,家具-用具-10002471,家具,用具,分层置放架,235.48,2,0,49.28
7861,CN-202020-2596183,2021/5/28,2021/6/1,标准级,施立-16690,施立伟,公司,西安,陕西,中国,西北,家具-椅子-10002913,家具,椅子,椅垫,635.32,2,0,203.28
7862,CN-202020-2575295,2021/6/30,2021/7/4,标准级,白鹄-14050,白鹄,消费者,老河口,湖北,中国,中南,办公用-纸张-10002408,办公用品,纸张,计划信息表,571.9,5,0,28
7863,CN-202021-4258082,2022/5/15,2022/5/20,标准级,刘婵-10945,刘婵,消费者,上海,上海,中国,华东,技术-配件-10002107,技术,配件,闪存驱动器,782.88,4,0,101.36
7864,US-202023-5252007,2024/9/14,2024/9/16,一级,陶昌-11065,陶昌,消费者,吉林市,吉林,中国,东北,办公用-装订-10003441,办公用品,装订机,标签,73.08,2,0,13.72
7865,CN-202021-1911148,2022/10/10,2022/10/13,一级,李丽-17365,李丽丽,消费者,洛阳,广东,中国,中南,技术-配件-10001327,技术,配件,记忆卡,2135.28,4,0,597.52
7866,CN-202023-3737485,2024/11/11,2024/11/14,二级,陶莞-13315,陶莞颖,消费者,西安,陕西,中国,西北,办公用-器具-10003822,办公用品,器具,咖啡研磨机,1315.44,4,0,144.48
7867,CN-202023-3737485,2024/11/11,2024/11/14,二级,陶莞-13315,陶莞颖,消费者,西安,陕西,中国,西北,家具-书架-10002369,家具,书架,书架,1129.8,2,0,451.92
7868,CN-202021-3490090,2022/10/11,2022/10/13,一级,毛保-10360,毛保,公司,广州,广东,中国,中南,办公用-装订-10001901,办公用品,装订机,标签,67.76,2,0,17.36
7869,CN-202023-1243146,2024/10/3,2024/10/7,标准级,陶恒-13645,陶恒,消费者,七台河,黑龙江,中国,东北,技术-复印-10004145,技术,复印机,无线传真机,7063.28,4,0,1553.44
7870,CN-202021-4046246,2022/5/24,2022/5/25,一级,涂丽-15955,涂丽,消费者,长春,吉林,中国,东北,办公用-器具-10002993,办公用品,器具,烤面包机,763.28,2,0,213.64
7871,CN-202021-4046246,2022/5/24,2022/5/25,一级,涂丽-15955,涂丽,消费者,长春,吉林,中国,东北,办公用-收纳-10000409,办公用品,收纳具,盘,665.7,3,0,266.28
7872,CN-202021-4046246,2022/5/24,2022/5/25,一级,涂丽-15955,涂丽,消费者,长春,吉林,中国,东北,家具-椅子-10002837,家具,椅子,折叠椅,3516.8,8,0,491.68
7873,CN-202021-4046246,2022/5/24,2022/5/25,一级,涂丽-15955,涂丽,消费者,长春,吉林,中国,东北,办公用-标签-10000918,办公用品,标签,圆形标签,65.8,2,0,10.92
7874,CN-202021-4046246,2022/5/24,2022/5/25,一级,涂丽-15955,涂丽,消费者,长春,吉林,中国,东北,技术-复印-10003386,技术,复印机,无线传真机,21285.6,12,0,4043.76
7875,CN-202021-4046246,2022/5/24,2022/5/25,一级,涂丽-15955,涂丽,消费者,长春,吉林,中国,东北,家具-椅子-10003748,家具,椅子,折叠椅,1827.28,4,0,767.2
7876,CN-202023-1067897,2024/5/22,2024/5/26,标准级,宋立-16840,宋立,消费者,舒兰,吉林,中国,东北,技术-配件-10003923,技术,配件,记忆卡,2622.9,5,0,524.3
7877,US-202020-2688173,2021/11/29,2021/12/2,一级,范彩-10615,范彩,公司,虎门,广东,中国,中南,家具-椅子-10003884,家具,椅子,扶手椅,5791.338,3,0.1,-128.982
7878,US-202021-4764837,2022/10/12,2022/10/14,一级,常明-18340,常明媚,消费者,石家庄,河北,中国,华北,办公用-纸张-10004087,办公用品,纸张,计划信息表,478.1,5,0,42.7
7879,US-202021-4764837,2022/10/12,2022/10/14,一级,常明-18340,常明媚,消费者,石家庄,河北,中国,华北,办公用-收纳-10002418,办公用品,收纳具,盒,215.04,2,0,79.52
